EmployeeID,Name,Age,Gender,Department,Designation,ExperienceYears,Skillset,Salary,ProductivityScore,JoiningDate,WorkLocation,EducationLevel,RemoteWorkEligible,PerformanceRating,LastPromotionYear,ManagerID
E02920,Angela Holmes,34.0,Female,IT,Lead,8.0,"C++, Cloud Computing, Python",85095.0,86.0,2013-10-19,Kolkata,Bachelor,Yes,5.0,2018.0,E08081
E00113,Amanda Lopez,31.0,Male,HR,Junior,6.0,"Recruitment, Conflict Management",38514.0,60.0,2011-09-06,Bangalore,High School,No,4.0,2017.0,E08463
E06024,Jasmin Weber,26.0,Female,HR,Junior,3.0,"Conflict Management, Excel",33549.0,40.0,2013-12-03,Hyderabad,Bachelor,No,3.0,2013.0,E08954
E03717,Rebecca Vaughn,28.0,Male,IT,Lead,7.0,Data Analysis,79250.0,70.0,2018-02-16,Mumbai,Bachelor,No,4.0,2022.0,E01063
E09057,Meghan Mathews,34.0,Female,Sales,Senior,9.0,"Communication, Marketing, Negotiation",62422.0,74.0,2013-11-05,Chennai,Bachelor,No,4.0,2021.0,E03986
E03676,,42.0,Female,IT,Lead,18.0,"Data Analysis, Python",100003.0,69.0,2018-12-03,Hyderabad,Bachelor,No,4.0,2025.0,E09380
E09347,Joseph Casey,29.0,Male,Finance,Executive,2.0,Accounting,33921.0,46.0,2018-06-01,Delhi,High School,No,3.0,2018.0,E03985
E02964,David Moore,33.0,Female,IT,Junior,5.0,Cloud Computing,41109.0,40.0,2021-12-10,Bangalore,Bachelor,Yes,3.0,2024.0,E08669
E02917,Jeffrey Serrano,26.0,Female,IT,Senior,4.0,"Data Analysis, SQL",60161.0,68.0,2019-11-20,Pune,Bachelor,Yes,4.0,2022.0,E07039
E07942,Kathryn Hall,33.0,Male,Finance,Junior,1.0,"Excel, Accounting, Analytics",35959.0,55.0,2019-04-13,Noida,Bachelor,No,3.0,2019.0,E00413
E04732,Melissa Sawyer,39.0,Female,Marketing,Junior,6.0,"SEO, Excel",41669.0,57.0,2012-12-04,Mumbai,Bachelor,Yes,3.0,2018.0,E05526
E09029,Vanessa Shepherd,29.0,Male,HR,Executive,0.0,"Excel, Communication",26500.0,80.0,2023-01-15,Noida,Bachelor,No,5.0,2023.0,E00253
E00929,Danielle Harris,28.0,Female,Finance,Executive,3.0,"Excel, Analytics",31779.0,46.0,2014-07-24,Delhi,High School,No,3.0,2014.0,E02195
E00838,Stephanie Taylor,26.0,Male,Operations,Executive,3.0,"Excel, Logistics",36246.0,45.0,2016-05-21,Chennai,High School,No,3.0,2016.0,E04184
E06149,Henry Burnett,40.0,Female,IT,Manager,16.0,"Java, Cloud Computing, SQL",109563.0,73.0,2017-08-22,Bangalore,Master,No,4.0,2025.0,
E00481,Michael Bennett,31.0,Male,HR,Executive,3.0,Conflict Management,38536.0,62.0,2022-01-01,Kolkata,Bachelor,No,4.0,2025.0,E00335
E06550,Michael Wilcox,39.0,Male,HR,Manager,13.0,Conflict Management,106603.0,89.0,2013-06-23,Kolkata,Bachelor,No,5.0,2025.0,
E02133,John Hernandez,33.0,Female,Sales,Senior,6.0,Communication,54882.0,54.0,2022-04-30,Delhi,Bachelor,No,3.0,2025.0,E07436
E00267,Caleb Kidd,37.0,Female,Finance,Lead,11.0,"Excel, Finance",85320.0,97.0,2021-04-24,Delhi,Bachelor,No,5.0,2025.0,E02934
E09863,Eduardo White,30.0,Male,Operations,Junior,1.0,"Excel, Logistics, Project Management",32418.0,62.0,2020-09-28,Pune,Master,No,4.0,2020.0,E01830
E01968,Holly Cole,24.0,Male,IT,Junior,3.0,"Python, SQL, Java",32692.0,48.0,2020-02-20,Pune,Bachelor,No,3.0,2020.0,E08507
E04641,Kristine Simon,40.0,Male,Operations,Lead,19.0,"Project Management, Logistics",94616.0,72.0,2016-01-03,Delhi,Master,No,4.0,2025.0,E02597
E05816,,23.0,Female,Finance,Junior,1.0,"Analytics, Accounting",33050.0,36.0,2011-04-10,Noida,Bachelor,No,2.0,2011.0,E07882
E04539,Brittney Campbell,29.0,Male,Operations,Junior,0.0,"Logistics, Project Management, Excel",34182.0,58.0,2017-11-04,Mumbai,Master,No,3.0,2017.0,E01954
E03292,Michael Woods,35.0,Female,IT,Executive,2.0,"C++, Python",36320.0,64.0,2011-05-20,Mumbai,Bachelor,Yes,4.0,2011.0,E00365
E09440,Melanie Robbins,35.0,Male,IT,Junior,0.0,"C++, Python, SQL",32478.0,53.0,2025-03-19,Chennai,Bachelor,Yes,3.0,2025.0,E02418
E05932,Erin Becker,21.0,Male,Operations,Executive,0.0,"Excel, Analytics, Logistics",34460.0,57.0,2021-07-22,Kolkata,PhD,No,3.0,2021.0,E05806
E02167,Christopher Walton,32.0,Male,HR,Senior,3.0,"Recruitment, Conflict Management, Communication",56906.0,62.0,2017-02-12,Hyderabad,Master,No,4.0,2017.0,E06824
E02194,Charles Curry,32.0,Male,IT,Lead,8.0,SQL,81768.0,96.0,2022-02-12,Mumbai,High School,Yes,5.0,2025.0,E08955
E00787,Dustin Doyle,31.0,Female,Sales,Senior,3.0,"Marketing, CRM",58364.0,55.0,2018-11-11,Delhi,Master,No,3.0,2018.0,E06782
E09223,Mrs. Laura Thomas,33.0,Female,Operations,Lead,10.0,"Project Management, Analytics",83936.0,76.0,2018-08-06,Kolkata,Bachelor,No,4.0,2025.0,E02418
E00135,Shannon Williams,22.0,Male,Operations,Executive,0.0,Logistics,32616.0,61.0,2025-06-09,Bangalore,Bachelor,No,4.0,2025.0,E07436
E07706,Megan Morgan,24.0,Male,HR,Executive,2.0,"Communication, Recruitment, Conflict Management",33544.0,67.0,2018-03-11,Mumbai,High School,No,4.0,2018.0,E02382
E06862,Christopher Wright,26.0,Male,IT,Executive,2.0,C++,36938.0,59.0,2025-01-07,Chennai,Master,No,3.0,2025.0,E00338
E03807,Mitchell Porter,23.0,Male,IT,Executive,0.0,Python,26809.0,74.0,2019-11-07,Hyderabad,Bachelor,Yes,4.0,2019.0,E05505
E06902,Ryan Gray,23.0,Male,IT,Junior,2.0,"C++, Cloud Computing",28368.0,47.0,2012-03-31,Chennai,Bachelor,No,3.0,2012.0,E08192
E09842,Joan Torres,46.0,Male,IT,Executive,2.0,"Java, Python, Cloud Computing",34601.0,54.0,2021-07-09,Mumbai,Master,Yes,3.0,2021.0,E06327
E00706,Kimberly Young,43.0,Male,Operations,Manager,15.0,"Project Management, Logistics",110222.0,84.0,2015-05-06,Delhi,Master,No,5.0,2025.0,
E03978,Patricia Ramos,36.0,Female,IT,Executive,0.0,C++,31011.0,54.0,2022-08-25,Delhi,Bachelor,Yes,3.0,2022.0,E09434
E08679,Debra Jennings,32.0,Male,Sales,Junior,2.0,CRM,35932.0,51.0,2020-04-26,Delhi,Bachelor,No,3.0,2020.0,E08125
E08801,Vanessa Schwartz,33.0,Male,Operations,Junior,2.0,"Excel, Logistics, Project Management",33859.0,56.0,2024-06-03,Hyderabad,Master,No,3.0,2024.0,E08748
E03052,Brooke Bennett,26.0,Female,Finance,Senior,5.0,"Finance, Excel, Accounting",61604.0,63.0,2011-10-24,Mumbai,Master,No,4.0,2015.0,E05307
E09600,Crystal Davis,40.0,Male,IT,Junior,4.0,Cloud Computing,39760.0,59.0,2013-02-20,Bangalore,Master,Yes,3.0,2016.0,E06688
E08365,Julie Shaw,26.0,Female,Sales,Senior,4.0,"Marketing, CRM, Communication",58523.0,71.0,2012-06-23,Hyderabad,Bachelor,No,4.0,2015.0,E00460
E05538,Christopher Johnson,31.0,Male,HR,Junior,6.0,"Conflict Management, Recruitment",35979.0,52.0,2021-12-15,Mumbai,Bachelor,No,3.0,2025.0,E02291
E05613,Jenny Spears,29.0,Male,IT,Junior,5.0,"Cloud Computing, Java, Python",36990.0,49.0,2025-04-29,Kolkata,Bachelor,Yes,,2025.0,E06315
E01916,Robert King,34.0,Female,IT,Senior,7.0,"SQL, C++, Python",63384.0,81.0,2020-03-08,Mumbai,Master,Yes,5.0,2025.0,E03812
E05372,Tyler Diaz,23.0,Male,Finance,Executive,1.0,"Analytics, Excel",34092.0,65.0,2022-05-07,Bangalore,Bachelor,No,4.0,2022.0,E08505
E00038,Michael Thompson,27.0,Female,IT,Junior,6.0,"Cloud Computing, Java",38625.0,64.0,2013-04-22,Noida,Bachelor,Yes,4.0,2017.0,E06047
E09736,Kimberly Watkins,39.0,Male,IT,Manager,13.0,"SQL, Cloud Computing",108475.0,67.0,2011-12-10,Hyderabad,Master,Yes,4.0,2023.0,
E04054,Glenda Suarez,35.0,Male,Marketing,Manager,12.0,SEO,111227.0,76.0,2017-10-19,Delhi,Bachelor,Yes,4.0,2025.0,
E09155,Laura Bentley,21.0,Male,Finance,Executive,0.0,Analytics,33328.0,60.0,2022-08-06,Pune,Bachelor,No,4.0,2022.0,E08383
E00077,Anna Moore,30.0,Female,Finance,Junior,6.0,Finance,43494.0,67.0,2016-11-26,Noida,PhD,No,4.0,2022.0,E07648
E02669,Andrea Murray,32.0,Male,IT,Senior,3.0,"Data Analysis, Cloud Computing",57813.0,55.0,2016-08-28,Hyderabad,High School,Yes,3.0,2016.0,E02520
E09288,Tracy Pearson,21.0,Female,Operations,Executive,0.0,"Excel, Logistics",28113.0,57.0,2023-07-19,Chennai,Bachelor,No,3.0,2023.0,E06315
E03820,Wendy Ryan,36.0,Female,Marketing,Junior,3.0,"Communication, Content Creation, Excel",37856.0,55.0,2011-07-02,Delhi,Bachelor,Yes,,2014.0,E02612
E07633,Jordan Norton,28.0,Male,IT,Junior,0.0,"Java, Python, SQL",29591.0,47.0,2013-04-08,Bangalore,Master,Yes,3.0,2013.0,E03168
E02197,Benjamin Barber,32.0,Male,IT,Junior,1.0,"C++, Python, Java",33637.0,71.0,2019-10-24,Bangalore,Master,No,4.0,2019.0,E00586
E01545,Laura Jones,32.0,Male,IT,Senior,8.0,Python,65013.0,60.0,2023-11-29,Hyderabad,Master,Yes,4.0,2025.0,E02444
E02025,Brandon Henry,26.0,Female,Finance,Junior,3.0,Excel,34247.0,68.0,2023-10-20,Delhi,Master,No,4.0,2023.0,E03168
E00541,Christine Edwards,36.0,Female,IT,Lead,13.0,"C++, Cloud Computing, SQL",88131.0,93.0,2022-09-15,Bangalore,Bachelor,Yes,5.0,2025.0,E07824
E00577,Robert Rodriguez,30.0,Female,Operations,Senior,3.0,Project Management,52636.0,48.0,2023-04-15,Noida,Master,No,3.0,2023.0,E00035
E02677,Matthew Keith,27.0,Male,Operations,Executive,0.0,"Logistics, Analytics, Project Management",28814.0,57.0,2016-10-05,Hyderabad,Master,No,3.0,2016.0,E08443
E01159,Jeff Daniels MD,26.0,Male,Operations,Senior,3.0,Logistics,51211.0,62.0,2019-12-31,Mumbai,High School,No,4.0,2019.0,E07874
E06616,Jessica Perez,29.0,Female,IT,Executive,2.0,"SQL, C++, Cloud Computing",29568.0,67.0,2010-12-10,Delhi,Bachelor,No,4.0,2010.0,E01070
E03773,Felicia Willis,39.0,Female,Marketing,Executive,1.0,Communication,36074.0,60.0,2012-08-23,Noida,Bachelor,Yes,4.0,2012.0,E01864
E01531,Barbara Fuller,27.0,Male,IT,Junior,4.0,"C++, Data Analysis",31440.0,52.0,2022-05-31,Noida,Master,No,3.0,2022.0,E01848
E00184,Jacqueline Hines,39.0,Male,Finance,Manager,13.0,"Accounting, Analytics, Finance",109549.0,96.0,2016-12-24,Hyderabad,Bachelor,No,5.0,2025.0,
E01908,Joshua Green,24.0,Female,Finance,Junior,1.0,"Analytics, Finance, Excel",27787.0,55.0,2019-03-03,Kolkata,Bachelor,No,3.0,2019.0,E08367
E00815,Tricia Mcgrath DDS,33.0,Male,Finance,Executive,1.0,"Excel, Finance, Analytics",30950.0,73.0,2014-10-17,Kolkata,PhD,No,4.0,2014.0,E08337
E07713,Carol Kelley,34.0,Female,IT,Executive,1.0,SQL,29262.0,61.0,2017-01-20,Mumbai,Master,Yes,4.0,2017.0,E09595
E07127,Tina Vincent,23.0,Male,IT,Executive,1.0,Python,32767.0,58.0,2019-12-30,Delhi,Bachelor,Yes,3.0,2019.0,E01420
E08918,Gary Bolton,21.0,Male,Operations,Executive,0.0,"Analytics, Logistics, Excel",31022.0,66.0,2021-07-03,Hyderabad,Bachelor,No,4.0,2021.0,E01782
E07756,Anthony Wright,35.0,Male,IT,Junior,1.0,"C++, Java, Python",32382.0,57.0,2022-03-26,Bangalore,Bachelor,Yes,3.0,2022.0,E01830
E04167,David Dunn,44.0,Female,IT,Manager,14.0,"SQL, Java",108101.0,83.0,2011-04-28,Hyderabad,Bachelor,No,5.0,2021.0,
E03877,Michelle Garrett,22.0,Male,Sales,Junior,0.0,"Communication, CRM, Negotiation",27639.0,69.0,2023-12-03,Mumbai,Bachelor,No,4.0,2023.0,E09270
E03225,Mr. Jim Robinson,45.0,Female,IT,Senior,4.0,Java,57261.0,66.0,2021-02-24,Chennai,Bachelor,Yes,4.0,2021.0,E07205
E06122,James Webb,32.0,Male,Sales,Junior,1.0,"CRM, Marketing",35476.0,52.0,2025-06-30,Kolkata,Bachelor,No,3.0,2025.0,E01506
E02402,Chad Smith,26.0,Male,IT,Junior,2.0,C++,32283.0,59.0,2020-05-25,Bangalore,Bachelor,Yes,3.0,2020.0,E03947
E02226,Cynthia Lowe,29.0,Male,Operations,Executive,1.0,"Analytics, Project Management",28554.0,67.0,2017-03-03,Kolkata,High School,No,4.0,2017.0,E00979
E07656,Jennifer Williams,34.0,Female,Marketing,Senior,11.0,"Marketing, Excel, SEO",69361.0,80.0,2013-07-21,Delhi,High School,Yes,5.0,2021.0,E09427
E06810,Stephen Bates,31.0,Female,Finance,Junior,4.0,Finance,38741.0,61.0,2015-12-03,Noida,High School,No,4.0,2015.0,E06413
E02723,James Leach,42.0,Male,IT,Lead,11.0,"Java, Python, SQL",87498.0,76.0,2018-03-09,Kolkata,Master,Yes,4.0,2025.0,E03310
E02875,John Mcmahon,32.0,Male,Sales,Lead,11.0,CRM,84057.0,91.0,2015-09-22,Pune,Master,No,5.0,2023.0,E03549
E02615,Elizabeth Jenkins,37.0,Female,HR,Executive,1.0,"Excel, Communication",31535.0,71.0,2014-12-31,Bangalore,PhD,No,4.0,2014.0,E01830
E08947,Scott Valenzuela,33.0,Female,IT,Senior,5.0,SQL,61452.0,63.0,2023-11-08,Bangalore,Master,Yes,4.0,2025.0,E02559
E00321,Mason Gibson,25.0,Male,IT,Executive,2.0,SQL,36876.0,65.0,2019-02-11,Delhi,Bachelor,No,4.0,2019.0,E08443
E03489,Daniel Davidson,43.0,Male,Marketing,Lead,9.0,"SEO, Excel, Marketing",87205.0,82.0,2021-08-18,Delhi,Master,Yes,5.0,2025.0,E06884
E03964,Michael Bond,37.0,Female,Finance,Manager,15.0,"Accounting, Excel, Analytics",114728.0,88.0,2018-01-24,Delhi,Bachelor,No,5.0,2025.0,
E07439,Mrs. Tina Smith MD,31.0,Female,Sales,Lead,8.0,"CRM, Negotiation",78552.0,93.0,2015-07-17,Chennai,PhD,No,5.0,2021.0,E04540
E07015,Ashley Jackson,37.0,Male,Sales,Executive,4.0,Communication,37298.0,55.0,2012-03-14,Hyderabad,Bachelor,No,3.0,2016.0,E01900
E00363,Ricky Mccormick,33.0,Male,IT,Senior,11.0,"Python, Cloud Computing, Data Analysis",62591.0,70.0,2023-06-14,Delhi,Master,Yes,4.0,2025.0,E03168
E07719,Steven Williams,25.0,Female,Operations,Junior,1.0,"Analytics, Logistics, Excel",32197.0,52.0,2018-12-08,Bangalore,Master,No,3.0,2018.0,E03499
E07898,Thomas Murphy,46.0,Female,Marketing,Senior,4.0,Marketing,56203.0,68.0,2013-12-04,Delhi,Master,Yes,4.0,2017.0,E07882
E08435,Taylor Rodriguez,29.0,Female,IT,Senior,4.0,SQL,56836.0,71.0,2016-12-12,Delhi,Master,Yes,4.0,2016.0,E02999
E02868,Elizabeth Hickman,32.0,Male,IT,Senior,11.0,C++,66556.0,58.0,2017-12-07,Hyderabad,Bachelor,Yes,3.0,2025.0,E09251
E05928,Emily Hensley,36.0,Female,Marketing,Lead,14.0,Excel,90001.0,93.0,2015-12-07,Noida,High School,Yes,5.0,2025.0,E06594
E09166,Jessica Hartman,28.0,Male,Operations,Executive,0.0,Logistics,33399.0,57.0,2015-10-16,Kolkata,High School,No,3.0,2015.0,E03310
E02054,Wendy Espinoza,21.0,Male,HR,Executive,0.0,Recruitment,31473.0,57.0,2020-04-08,Hyderabad,Bachelor,No,3.0,2020.0,E00209
E07379,Sabrina Roman,39.0,Male,Sales,Senior,5.0,CRM,60423.0,71.0,2017-09-02,Mumbai,Master,No,4.0,2020.0,E01100
E05857,Susan Williams,36.0,Male,HR,Senior,3.0,"Excel, Recruitment",56663.0,75.0,2017-10-07,Bangalore,Bachelor,No,4.0,2017.0,E06688
E06676,Matthew Price,32.0,Female,HR,Lead,11.0,Recruitment,83276.0,88.0,2021-11-07,Mumbai,Master,No,5.0,2025.0,E08958
E02816,Ariel Hoffman,32.0,Male,IT,Senior,10.0,Data Analysis,66409.0,84.0,2017-12-14,Bangalore,Master,Yes,5.0,2025.0,E02606
E03663,Thomas Patrick,29.0,Male,IT,Executive,2.0,"SQL, Data Analysis, C++",35078.0,56.0,2023-02-05,Hyderabad,Bachelor,Yes,3.0,2023.0,E07746
E08678,James Cordova,21.0,Male,HR,Executive,0.0,"Excel, Communication",34369.0,49.0,2012-01-14,Pune,Master,No,3.0,2012.0,E08171
E06412,Michael Moreno,35.0,Female,IT,Senior,11.0,"SQL, Cloud Computing, Data Analysis",67195.0,93.0,2016-09-20,Mumbai,Bachelor,Yes,5.0,2025.0,E05252
E04865,William Zavala,30.0,Female,IT,Senior,4.0,"Java, Python, Data Analysis",57600.0,81.0,2017-07-18,Noida,Master,No,5.0,2020.0,E07369
E02478,Rebecca Patterson,25.0,Male,Operations,Junior,0.0,"Analytics, Excel, Project Management",28038.0,65.0,2019-03-02,Noida,Bachelor,No,4.0,2019.0,E01010
E01767,Seth Lawrence,25.0,Male,IT,Junior,0.0,Data Analysis,26234.0,64.0,2013-05-23,Kolkata,Master,Yes,4.0,2013.0,E03891
E00331,Brittany Price,30.0,Female,IT,Junior,3.0,Cloud Computing,35761.0,55.0,2022-05-18,Chennai,Bachelor,Yes,3.0,2022.0,E08698
E05128,Michelle Bryant,21.0,Female,Sales,Executive,0.0,"Marketing, CRM, Negotiation",34049.0,66.0,2023-09-08,Chennai,Master,No,4.0,2023.0,E02747
E03097,Patricia Hudson,24.0,Female,Sales,Junior,2.0,"Negotiation, Marketing, Communication",33758.0,59.0,2016-08-07,Bangalore,Master,No,3.0,2016.0,E00706
E02469,Brian Nelson,38.0,Female,Sales,Lead,13.0,Negotiation,93608.0,78.0,2017-03-27,Mumbai,Bachelor,No,4.0,2025.0,E07259
E08744,Barbara Miller,29.0,Male,Operations,Junior,4.0,"Analytics, Excel",32230.0,74.0,2015-07-27,Pune,Master,No,4.0,2018.0,E01863
E01086,Frances Wolf,48.0,Male,Operations,Lead,8.0,Logistics,86972.0,94.0,2021-06-09,Mumbai,Bachelor,No,5.0,2025.0,E01830
E03226,Ryan Todd,21.0,Male,Operations,Executive,0.0,"Analytics, Logistics, Excel",25973.0,53.0,2025-03-02,Bangalore,Master,No,3.0,2025.0,E08701
E09906,Amanda Dillon,32.0,Male,Operations,Senior,7.0,Project Management,56178.0,65.0,2018-07-30,Bangalore,Bachelor,No,4.0,2022.0,E09773
E09821,Lori Wilson,34.0,Female,Operations,Senior,9.0,"Analytics, Project Management",66630.0,72.0,2012-09-12,Bangalore,High School,No,4.0,2020.0,E00145
E03210,Lori George,40.0,Female,Marketing,Lead,15.0,"Communication, Marketing",88836.0,84.0,2018-09-24,Chennai,Master,Yes,5.0,2025.0,E02632
E03152,Amanda Mcmahon,27.0,Male,IT,Executive,4.0,"Python, Data Analysis",32096.0,54.0,2015-03-30,Noida,Master,Yes,3.0,2018.0,E04852
E06375,Christopher Chen,22.0,Female,Operations,Junior,1.0,Excel,32907.0,53.0,2016-08-20,Bangalore,PhD,No,3.0,2016.0,E04120
E04221,Jason Smith,23.0,Male,Operations,Junior,0.0,"Excel, Analytics",27530.0,41.0,2016-12-10,Bangalore,Bachelor,No,3.0,2016.0,E02699
E08545,Daniel Reyes,46.0,Female,Sales,Executive,3.0,Communication,30200.0,65.0,2018-07-30,Hyderabad,Master,No,4.0,2018.0,E06882
E09951,Robert Williams,35.0,Male,Marketing,Senior,9.0,"Communication, Marketing",59370.0,85.0,2014-08-12,Bangalore,Master,Yes,5.0,2023.0,E00184
E02638,Derek Chambers,41.0,Female,Finance,Lead,14.0,"Finance, Analytics, Accounting",86690.0,85.0,2013-12-19,Chennai,Master,No,5.0,2025.0,E08627
E02394,Patricia Murray,32.0,Female,IT,Senior,5.0,"Java, Data Analysis",58240.0,77.0,2013-08-21,Noida,Master,Yes,4.0,2016.0,E03327
E05959,Rebecca Matthews,30.0,Male,Sales,Senior,3.0,"CRM, Marketing",53468.0,48.0,2016-12-19,Delhi,Bachelor,No,3.0,2016.0,E07107
E03095,Sarah Gonzalez,36.0,Male,Finance,Junior,1.0,"Finance, Accounting, Analytics",32873.0,62.0,2016-05-18,Delhi,Master,No,4.0,2016.0,E00989
E03219,Joshua Charles,34.0,Female,IT,Senior,11.0,Data Analysis,64062.0,61.0,2025-04-05,Pune,Bachelor,Yes,4.0,2025.0,E03504
E03257,Mariah Cook,29.0,Male,HR,Junior,1.0,"Conflict Management, Recruitment, Communication",32361.0,35.0,2016-08-09,Pune,High School,No,2.0,2016.0,E08307
E02858,Stephen Mccann,29.0,Male,HR,Junior,2.0,"Communication, Recruitment",30532.0,77.0,2013-04-26,Mumbai,Master,No,4.0,2013.0,E07727
E02351,Toni Black,45.0,Female,Marketing,Executive,3.0,"SEO, Content Creation",34329.0,61.0,2016-08-09,Noida,Bachelor,Yes,4.0,2016.0,E00098
E01782,Joy Zamora,34.0,Female,IT,Manager,13.0,Java,105388.0,91.0,2016-01-16,Kolkata,Master,Yes,5.0,2025.0,
E08408,Nicole Hanson,36.0,Female,HR,Senior,11.0,"Communication, Excel",67086.0,72.0,2011-08-15,Hyderabad,Bachelor,No,4.0,2020.0,E03899
E01826,Andrew Miles,46.0,Male,Finance,Executive,0.0,"Excel, Analytics",30086.0,58.0,2020-08-22,Mumbai,Bachelor,No,3.0,2020.0,E09669
E07410,Bryan Hill,26.0,Female,IT,Junior,4.0,"Java, C++",36609.0,48.0,2011-11-05,Hyderabad,Bachelor,Yes,3.0,2014.0,E08648
E01499,Michael Wyatt,21.0,Male,Finance,Junior,0.0,Accounting,27715.0,50.0,2016-10-11,Noida,Bachelor,No,3.0,2016.0,E03602
E01837,Jo Grant,22.0,Female,HR,Executive,1.0,"Recruitment, Communication",33254.0,65.0,2014-11-15,Delhi,Bachelor,No,4.0,2014.0,E04888
E05925,Michael Johnson,28.0,Male,Marketing,Executive,3.0,"SEO, Content Creation, Marketing",34712.0,64.0,2021-06-18,Hyderabad,Bachelor,No,4.0,2021.0,E00342
E07119,Ronald Reid,31.0,Female,Marketing,Senior,7.0,Communication,59860.0,70.0,2024-06-29,Pune,Master,Yes,4.0,2025.0,E05494
E04311,Lisa Robinson,28.0,Male,Operations,Senior,5.0,"Project Management, Analytics",57304.0,58.0,2015-08-22,Bangalore,Master,No,3.0,2019.0,E08178
E00423,Daniel Jensen,37.0,Male,Marketing,Manager,16.0,"Marketing, SEO, Excel",113213.0,76.0,2019-10-09,Delhi,Bachelor,No,4.0,2025.0,
E01131,Michelle Fletcher,27.0,Female,Sales,Junior,2.0,"CRM, Communication",35516.0,60.0,2021-06-17,Mumbai,Bachelor,No,4.0,2021.0,E07300
E06999,Christopher Garcia,23.0,Female,IT,Executive,1.0,"C++, SQL",29557.0,54.0,2024-07-16,Bangalore,Master,Yes,3.0,2024.0,E02391
E09397,Elizabeth Middleton,29.0,Male,Finance,Junior,1.0,"Analytics, Finance",32940.0,48.0,2024-06-20,Bangalore,Master,No,3.0,2024.0,E06541
E01175,Lori Davis,37.0,Male,Operations,Executive,3.0,"Excel, Logistics, Analytics",34036.0,44.0,2012-12-23,Bangalore,Master,No,3.0,2012.0,E01010
E00389,Jonathan Phillips,28.0,Male,Operations,Junior,6.0,"Excel, Project Management, Logistics",34253.0,74.0,2012-12-06,Pune,Master,No,4.0,2017.0,E06173
E09080,Scott Franklin,38.0,Female,Operations,Lead,9.0,"Excel, Logistics",79370.0,87.0,2013-11-17,Chennai,Master,No,5.0,2021.0,E03779
E02827,Lauren Hamilton,33.0,Male,Finance,Lead,11.0,"Finance, Analytics",81840.0,100.0,2020-02-28,Mumbai,Master,No,5.0,2025.0,E06895
E09316,Amanda Moran,41.0,Female,Sales,Lead,19.0,"Communication, Marketing",94833.0,75.0,2019-06-08,Pune,Bachelor,No,4.0,2025.0,E08650
E09439,Mike Simon,25.0,Female,Finance,Senior,3.0,"Finance, Accounting",53740.0,59.0,2016-05-17,Delhi,Master,No,3.0,2016.0,E07490
E06978,Andre Patterson,28.0,Female,Finance,Lead,7.0,Excel,79825.0,70.0,2011-10-19,Mumbai,Bachelor,No,4.0,2015.0,E02505
E04749,Chelsea Brooks,29.0,Male,IT,Senior,7.0,"Data Analysis, SQL",65208.0,84.0,2016-03-28,Noida,Bachelor,No,5.0,2022.0,E01848
E06638,Penny Spencer,21.0,Male,Finance,Executive,0.0,"Accounting, Analytics, Excel",26246.0,61.0,2017-03-24,Hyderabad,PhD,No,4.0,2017.0,E02382
E08936,Denise King DVM,34.0,Male,Finance,Lead,10.0,"Analytics, Finance",82658.0,94.0,2020-11-13,Delhi,Master,No,5.0,2025.0,E04300
E03679,Juan Peterson,28.0,Male,Operations,Lead,7.0,"Project Management, Logistics",76429.0,88.0,2022-09-01,Pune,Master,No,5.0,2025.0,E05711
E02291,Michelle Miranda,38.0,Female,IT,Manager,12.0,SQL,103012.0,86.0,2013-10-29,Bangalore,Bachelor,Yes,5.0,2025.0,
E01445,Mark Hoffman,30.0,Female,Finance,Senior,4.0,"Excel, Finance, Analytics",60843.0,60.0,2020-03-19,Kolkata,Master,No,4.0,2024.0,E02733
E09403,Stephanie Wallace,38.0,Male,IT,Manager,16.0,"Cloud Computing, SQL, Java",111344.0,86.0,2016-11-14,Pune,Master,No,5.0,2025.0,
E03684,Michelle Smith,24.0,Female,Operations,Junior,2.0,"Logistics, Project Management, Excel",34617.0,67.0,2019-06-12,Chennai,Bachelor,No,4.0,2019.0,E08994
E03207,Edward Campbell,33.0,Female,Finance,Executive,0.0,"Excel, Finance",28617.0,70.0,2024-07-17,Noida,Master,No,4.0,2024.0,E04420
E06655,John Lara,26.0,Male,Operations,Junior,0.0,"Analytics, Project Management, Excel",33169.0,49.0,2013-01-13,Noida,Bachelor,No,3.0,2013.0,E08323
E05099,Jodi Murray,32.0,Male,HR,Lead,11.0,Excel,84312.0,87.0,2022-04-07,Hyderabad,Bachelor,No,5.0,2025.0,E08413
E02769,Stephen Bailey,35.0,Male,IT,Executive,1.0,C++,30187.0,51.0,2012-02-18,Chennai,Bachelor,Yes,3.0,2012.0,E01506
E02272,Joshua Hines,35.0,Male,IT,Senior,9.0,Data Analysis,61464.0,74.0,2020-12-09,Kolkata,Master,Yes,4.0,2025.0,E08816
E02795,John Jacobson,21.0,Male,Finance,Executive,0.0,Analytics,,58.0,2022-08-25,Chennai,High School,No,3.0,2022.0,E08267
E00068,Timothy Mitchell,34.0,Female,HR,Junior,1.0,Communication,30337.0,66.0,2021-03-10,Hyderabad,Master,No,4.0,2021.0,E06853
E06207,Jeremy Wood DDS,35.0,Female,Finance,Lead,7.0,"Analytics, Finance",79204.0,84.0,2018-08-26,Chennai,Bachelor,No,5.0,2024.0,E03499
